Ticker;Name;Exchange;Category Name;
KEWIND.BO;Kew Industries Ltd.;BSE;Auto Parts
UCALFUEL.BO;Ucal Fuel Systems Ltd.;BSE;Auto Parts
JAGANLAM.BO;Jagan Lamps Ltd.;BSE;Auto Parts
RADICO.BO;Radico Khaitan Ltd.;BSE;Beverages - Brewers
KHODAY.BO;Khoday India Limited;BSE;Beverages - Wineries & Distillers
TYCHE.BO;Tyche Industries Ltd;BSE;Biotechnology
SUNTV.BO;Sun TV Network Ltd;BSE;Broadcasting - TV
NOUVEAU.BO;Nouveau Global Ventures Ltd.;BSE;Broadcasting - TV
UNIOFFICE.BO;Universal Office Automation Ltd.;BSE;Business Equipment
KILBURN.BO;Kilburn Office Automation Ltd.;BSE;Business Equipment
YASHMGM.BO;Yash Management and Satellite Ltd.;BSE;Business Services
CAMPHOR.BO;Camphor & Allied Products Ltd.;BSE;Chemicals - Major Diversified
UNIPHOS.BO;Uniphos Enterprises Ltd.;BSE;Chemicals - Major Diversified
SREERAYA.BO;Sree Rayalaseema Alkalies & Allied Chemicals Ltd.;BSE;Chemicals - Major Diversified
NOCIL.BO;NOCIL Limited;BSE;Chemicals - Major Diversified
NATPEROX.BO;National Peroxide Limited;BSE;Chemicals - Major Diversified
JAYCH.BO;Jayshree Chemicals Ltd.;BSE;Chemicals - Major Diversified
GODREJIND.BO;Godrej Industries Ltd.;BSE;Chemicals - Major Diversified
VIVIDIND.BO;Vivid Global Industries Limited;BSE;Chemicals - Major Diversified
AKSHOPTFBR.BO;Aksh Optifibre Limited;BSE;Communication Equipment
KMSUGAR.BO;KM Sugar Mills Ltd.;BSE;Confectioners
DWARKESH.BO;Dwarikesh Sugar Industries Limited;BSE;Confectioners
BAJAJHIND.BO;Bajaj Hindusthan Ltd.;BSE;Confectioners
JEYPORE.BO;Jeypore Sugar Company Ltd.;BSE;Confectioners
ZEXDONTR.BO;Exdon Trading Company Limited;BSE;Conglomerates
OTCO.BO;OTCO International Ltd.;BSE;Conglomerates
VARDHCH.BO;Vardhaman Laboratories Ltd.;BSE;Conglomerates
PRECWIRE.BO;Precision Wires India Ltd.;BSE;Copper
TRCFIN.BO;TRC Financial Services Ltd.;BSE;Credit Services
SUNDARMFIN.BO;Sundaram Finance Limited;BSE;Credit Services
JAYBHCR.BO;Jayabharat Credit Ltd;BSE;Credit Services
KWALITY.BO;Kwality Credit & Leasing Ltd;BSE;Credit Services
NIKKIGL.BO;Nikki Global Finance Limited;BSE;Credit Services
VINTAGES.BO;Vintage Securities Ltd.;BSE;Credit Services
ROSELABS.BO;Roselabs Finance Limited;BSE;Credit Services
JJFINCOR.BO;JJ Finance Corporation Ltd;BSE;Credit Services
NICCOUCO.BO;Nicco Uco Alliance Credit Limited;BSE;Credit Services
RTSPOWR.BO;RTS Power Corporation Ltd.;BSE;Diversified Electronics
THAES.BO;Thana Electric Supply Company Ltd.;BSE;Diversified Electronics
KAYCEEI.BO;Kaycee Industries Ltd.;BSE;Diversified Electronics
TIMKEN.BO;Timken India Limited;BSE;Diversified Machinery
NILE.BO;Nile Ltd.;BSE;Diversified Machinery
KCP.BO;The KCP Limited;BSE;Diversified Machinery
KLBRENG-B.BO;Kilburn Engineering Limited;BSE;Diversified Machinery
EKC.BO;Everest Kanto Cylinder Limited;BSE;Diversified Machinery
ANDREWYU.BO;Andrew Yule & Company Ltd.;BSE;Diversified Machinery
YUKEN.BO;Yuken India Limited;BSE;Diversified Machinery
VENUSUNI.BO;Venus Universal Ltd;BSE;Diversified Machinery
JYOTI.BO;Jyoti Ltd.;BSE;Diversified Machinery
SUZLON.BO;Suzlon Energy Limited;BSE;Diversified Machinery
TRIL.BO;Transformers & Rectifiers (India) Limited;BSE;Diversified Machinery
NTPC.BO;NTPC Ltd.;BSE;Diversified Utilities
JPPOWER.BO;Jaiprakash Power Ventures Limited;BSE;Diversified Utilities
ORTIN.BO;Ortin Laboratories Ltd.;BSE;Drug Manufacturers - Major
WINTAC.BO;Wintac Ltd.;BSE;Drug Manufacturers - Major
KOPRAN.BO;Kopran Limited;BSE;Drug Manufacturers - Major
ZYDEN.BO;Zyden Gentec Ltd.;BSE;Drug Manufacturers - Major
NATCAPSUQ.BO;Natural Capsules Ltd.;BSE;Drug Manufacturers - Major
ZENITHHE.BO;Zenith Healthcare Ltd;BSE;Drug Manufacturers - Major
PHRMASI.BO;Phaarmasia Limited;BSE;Drug Manufacturers - Major
GODAVARI.BO;Godavari Drugs Ltd.;BSE;Drug Manufacturers - Major
VISTAPH.BO;Vista Pharmaceuticals Limited;BSE;Drugs - Generic
LUPIN.BO;Lupin Limited;BSE;Drugs - Generic
SMRUTHI.BO;Smruthi Organics Limited;BSE;Drugs - Generic
TRIMURTHI.BO;Trimurthi Drugs & Pharmaceuticals Limited;BSE;Drugs - Generic
VISUINTL.BO;Visu International Limited;BSE;Education & Training Services
POWERGRID.BO;Power Grid Corporation of India Limited;BSE;Electric Utilities
NEYVELILIG.BO;Neyveli Lignite Corporation Limited;BSE;Electric Utilities
WHIRLPOOL.BO;Whirlpool of India Limited;BSE;Electronic Equipment
JMDTELEFILM.BO;JMD Telefilms Industries Ltd.;BSE;Entertainment - Diversified
KHYATI.BO;Khyati Multimedia Entertainment Ltd.;BSE;Entertainment - Diversified
SAHARA.BO;Sahara One Media and Entertainment Limited;BSE;Entertainment - Diversified
ACE.BO;Action Construction Equipment Ltd;BSE;Farm & Construction Machinery
OMEAG.BO;Omega Ag-Seeds (Punjab) Ltd.;BSE;Farm Products
LAKSHMIO.BO;Lakshmi Energy and Foods Ltd.;BSE;Farm Products
SANWARIA.BO;Sanwaria Agro Oils Limited;BSE;Farm Products
VENKYS.BO;Venky's (India) Limited;BSE;Farm Products
SUNILAGR.BO;Sunil Agro Foods Ltd;BSE;Farm Products
KFBL.BO;Kothari Fermentation & Biochem Limited;BSE;Farm Products
KSCL.BO;Kaveri Seed Company Limited;BSE;Farm Products
KRITINUT.BO;Kriti Nutrients Ltd;BSE;Farm Products
JVLAGRO.BO;JVL Agro Industries Ltd;BSE;Food - Major Diversified
VIKASGRAN.BO;Vikas Granaries Ltd;BSE;Food - Major Diversified
RAJOIL.BO;Raj Oil Mills Limited;BSE;Food - Major Diversified
KANELOIL.BO;Kanel Industries Limited;BSE;Food - Major Diversified
HINDIND.BO;Hind Industries Ltd;BSE;Food - Major Diversified
VIRATCRA.BO;Virat Crane Industries Ltd.;BSE;Food - Major Diversified
KRBL.BO;KRBL Limited;BSE;Food - Major Diversified
NITCO.BO;Nitco Limited;BSE;General Building Materials
NCLIND.BO;NCL Industries Limited;BSE;General Building Materials
SHREECEM.BO;Shree Cement Limited;BSE;General Building Materials
SINTEX.BO;Sintex Industries Limited;BSE;General Building Materials
ASHRAM.BO;Ashram Online.com Ltd.;BSE;General Contractors
KNRCON.BO;KNR Constructions Limited.;BSE;General Contractors
KEDIACN.BO;Kedia Construction Co., Ltd.;BSE;General Contractors
VSFPROJ.BO;VSF Projects Limited;BSE;General Contractors
STEWARTQ.BO;Stewarts & Lloyds Of India Ltd.;BSE;General Contractors
UNITY.BO;Unity Infraprojects Limited;BSE;General Contractors
YOGISUNG.BO;Yogi Infra Projects Limited;BSE;Heavy Construction
VARUN.BO;Varun Industries Limited;BSE;Home Furnishings & Fixtures
JAIPAN.BO;Jaipan Industries Ltd;BSE;Home Furnishings & Fixtures
SYMPHONY.BO;Symphony Limited;BSE;Home Furnishings & Fixtures
ZDHJERK.BO;Dhanvantri Jeevan Rekha Ltd;BSE;Hospitals
HINDOILEXP.BO;Hindustan Oil Exploration Company Limited;BSE;Independent Oil & Gas
OIL.BO;Oil India Limited;BSE;Independent Oil & Gas
WHBRADY.BO;WH Brady & Company Limited;BSE;Industrial Equipment Wholesale
PATELSAI.BO;Patels Airtemp (India) Limited;BSE;Industrial Equipment Wholesale
WOMENNET.BO;Pagaria Energy Limited;BSE;Industrial Metals & Minerals
ONTRACK.BO;Ontrack Systems Limited;BSE;Information Technology Services
JINDONL.BO;Kashyap Tele-Medicines Limited;BSE;Information Technology Services
ASMTEC.BO;ASM Technologies Ltd.;BSE;Information Technology Services
VALUEMART.BO;Valuemart Info Technologies Ltd.;BSE;Information Technology Services
GTL.BO;GTL Ltd.;BSE;Information Technology Services
QUINTEGRA.BO;Quintegra Solutions Limited;BSE;Information Technology Services
JAYAMEL.BO;Jayant Mercantile Co. Ltd.;BSE;Investment Brokerage - National
JRG.BO;Inditrade Capital Limited;BSE;Investment Brokerage - National
BHAGYFN.BO;Bhagyashree Leasing & Finance Ltd;BSE;Investment Brokerage - National
NETWORTH.BO;Networth Stock Broking Limited;BSE;Investment Brokerage - National
WALLFORT.BO;Wallfort Financial Services Limited;BSE;Investment Brokerage - National
JOINDRE.BO;Joindre Capital Services Ltd.;BSE;Investment Brokerage - National
JHACC.BO;Jhaveri Credits & Capital Ltd.;BSE;Investment Brokerage - National
VANTAGE.BO;Vantage Corporate Services Ltd.;BSE;Investment Brokerage - National
VERTEX.BO;Vertex Securities Limited;BSE;Investment Brokerage - National
DSINVEST.BO;Dalal Street Investments Limited;BSE;Investment Brokerage - National
MEFCOMCAP.BO;Mefcom Capital Markets Limited;BSE;Investment Brokerage - National
JPTSEC.BO;JPT Securities Ltd.;BSE;Investment Brokerage - National
LKPFIN.BO;LKP Finance Limited;BSE;Investment Brokerage - National
WHITEDIA.BO;White Diamond Industries Ltd.;BSE;Jewelry Stores
SGJHL.BO;Shree Ganesh Jewellery House (I) Limited;BSE;Jewelry Stores
KDDL.BO;KDDL Limited;BSE;Jewelry Stores
MINID.BO;Mini Diamonds (India) Limited;BSE;Jewelry Stores
SOVERDIA.BO;Sovereign Diamonds Ltd;BSE;Jewelry Stores
RELIABVEN.BO;Reliable Ventures India Ltd.;BSE;Lodging
BESTEAST.BO;Best Eastern Hotels Ltd.;BSE;Lodging
TAJGVK.BO;TAJGVK Hotels & Resorts Limited;BSE;Lodging
RAYALEMA.BO;Royale Manor Hotels & Industries Ltd.;BSE;Lodging
TULIPSTA.BO;Tulip Star Hotels Ltd;BSE;Lodging
WENDT.BO;Wendt (India) Limited;BSE;Machine Tools & Accessories
ONGC.BO;Oil and Natural Gas Corp. Ltd.;BSE;Major Integrated Oil & Gas
EASTERNGAS.BO;Eastern Gases Limited;BSE;Major Integrated Oil & Gas
ESSAROIL.BO;Essar Oil Ltd.;BSE;Major Integrated Oil & Gas
WYETH.BO;Wyeth Limited;BSE;Medical Laboratories & Research
VISHMEL.BO;Vishal Malleables Ltd.;BSE;Metal Fabrication
KIRLFER.BO;Kirloskar Ferrous Industries Limited;BSE;Metal Fabrication
MAHABANK.BO;Bank of Maharashtra;BSE;Money Center Banks
VIJAYABANK.BO;Vijaya Bank Ltd.;BSE;Money Center Banks
LAKSHVILAS.BO;The Lakshmi Vilas Bank Limited;BSE;Money Center Banks
YESBANK.BO;Yes Bank Limited;BSE;Money Center Banks
IOB.BO;Indian Overseas Bank;BSE;Money Center Banks
WARNER.BO;Warner Multimedia Ltd.;BSE;Mortgage Investment
SAHARAHOUS.BO;Sahara Housingfina Corporation Limited;BSE;Mortgage Investment
OSCAR.BO;Oscar Investments Ltd.;BSE;Mortgage Investment
HDFC.BO;Housing Development Finance Corporation Limited;BSE;Mortgage Investment
BLBLNIN.BO;Vishwamitra Financial Services Limited;BSE;Mortgage Investment
JINDRILL.BO;Jindal Drilling & Industries Limited;BSE;Oil & Gas Drilling & Exploration
UNIDT.BO;United Drilling Tools Ltd;BSE;Oil & Gas Equipment & Services
DUKEOFS.BO;Duke Offshore Ltd;BSE;Oil & Gas Equipment & Services
SAHPETRO.BO;Sah Petroleums Limited;BSE;Oil & Gas Refining & Marketing
CALSREF.BO;Cals Refineries Limited;BSE;Oil & Gas Refining & Marketing
IOC.BO;Indian Oil Corporation Limited;BSE;Oil & Gas Refining & Marketing
PURITY.BO;Purity Flex Pack Ltd;BSE;Packaging & Containers
ESSDEE.BO;Ess Dee Aluminium Limited;BSE;Packaging & Containers
XCLGLASS.BO;Excel Glasses Limited;BSE;Packaging & Containers
DECPO.BO;Deccan Polypacks Ltd.;BSE;Packaging & Containers
YASHRAJC.BO;Yashraj Containeurs Ltd;BSE;Packaging & Containers
JMGCORP.BO;JMG Corporation Limited;BSE;Packaging & Containers
QUANTDIA.BO;Quantum Digital Vision India Ltd.;BSE;Packaging & Containers
VOITHPAPR.BO;Voith Paper Fabrics India Limited;BSE;Paper & Paper Products
TNPL.BO;Tamil Nadu Newsprint and Papers Limited;BSE;Paper & Paper Products
SRPML.BO;Shree Rajeshwaranand Paper Mills Ltd.;BSE;Paper & Paper Products
JHS.BO;JHS Svendgaard Laboratories Ltd.;BSE;Personal Products
JLMORI.BO;J. L. Morison (India) Limited;BSE;Personal Products
ZYDUSWELL.BO;Zydus Wellness Limited;BSE;Personal Products
GKB.BO;GKB Ophthalmics Ltd;BSE;Personal Products
MAGNA.BO;Magna Industries And Exports Ltd.;BSE;Personal Products
ZANUKCOM.BO;Anukaran Commercial Enterprises Ltd.;BSE;Property Management
RAINBOWF.BO;Rainbow Foundations Limited;BSE;Property Management
AJMERA.BO;Ajmera Realty & Infra India Limited;BSE;Property Management
MPSLTD.BO;MPS Limited;BSE;Publishing - Newspapers
HMVL.BO;Hindustan Media Ventures Limited;BSE;Publishing - Newspapers
JAGRAN.BO;Jagran Prakashan Ltd;BSE;Publishing - Newspapers
INTSTOIL.BO;Inter State Oil Carrier Ltd.;BSE;Railroads
KAMANWALA.BO;Kamanwala Housing Construction Limited.;BSE;Real Estate Development
OMAXE.BO;Omaxe Ltd.;BSE;Real Estate Development
PRIMEPRO.BO;Prime Property Development Corporation Ltd.;BSE;Real Estate Development
OKPLA.BO;OK Play India Limited;BSE;Recreational Goods, Other
NARPROP.BO;Narendra Properties Ltd.;BSE;Residential Construction
TULIVE.BO;Tulive Developers Ltd.;BSE;Residential Construction
JUBLFOOD.BO;Jubilant FoodWorks Limited;BSE;Restaurants
MACPLASQ.BO;Machino Plastics Limited;BSE;Rubber & Plastics
RUBFILA.BO;Rubfila International Limited;BSE;Rubber & Plastics
VAMSHIRU.BO;Vamshi Rubber Limited;BSE;Rubber & Plastics
ROYALCU.BO;Royal Cushion Vinyl Products;BSE;Rubber & Plastics
MRF.BO;MRF Ltd.;BSE;Rubber & Plastics
KESORAMIND.BO;Kesoram Industries Ltd.;BSE;Rubber & Plastics
ZNIVEMER.BO;Nivedita Mercantile & Financing Ltd.;BSE;Savings & Loans
VINTRON.BO;Vintron Informatics Ltd;BSE;Security & Protection Services
ZICOM.BO;Zicom Electronic Security Systems Limited;BSE;Security & Protection Services
MORGANITE.BO;Morganite Crucible India Ltd;BSE;Semiconductor - Broad Line
SCI.BO;The Shipping Corporation of India Limited;BSE;Shipping
DYNPRO.BO;Dynemic Products Limited;BSE;Specialty Chemicals
SADHNANIQ.BO;Sadhana Nitro Chem Ltd.;BSE;Specialty Chemicals
SIKOZY.BO;Sikozy Realtors Ltd;BSE;Specialty Chemicals
AMAL.BO;Amal Ltd;BSE;Specialty Chemicals
ORGCOAT.BO;Organic Coatings Ltd.;BSE;Specialty Chemicals
SOTL.BO;Savita Oil Technologies Limited;BSE;Specialty Chemicals
VISHNU.BO;Vishnu Chemicals Ltd.;BSE;Specialty Chemicals
NIKHILAD.BO;Nikhil Adhesives Ltd.;BSE;Specialty Chemicals
JYOTIRES.BO;Jyoti Resins & Adhesives Ltd.;BSE;Specialty Chemicals
ZPPOLYSA.BO;Planter's Polysacks Limited;BSE;Specialty Chemicals
DYNAMIND.BO;Dynamic Industries Ltd.;BSE;Specialty Chemicals
TIRFOAM.BO;Tirupati Foam Limited;BSE;Specialty Retail, Other
JSL.BO;Jindal Stainless Limited;BSE;Steel & Iron
ISWL.BO;India Steel Works Limited;BSE;Steel & Iron
RUCHISTR.BO;Ruchi Strips & Alloys Ltd.;BSE;Steel & Iron
RAJGLOWIR.BO;Rajratan Global Wire Limited;BSE;Steel & Iron
TINPLATE.BO;The Tinplate Company Of India Limited;BSE;Steel & Iron
VARDHINDQ.BO;Vardhman Industries Limited;BSE;Steel & Iron
XOINFO.BO;Saral Mining Limited;BSE;Technical & System Software
ODYSSEY.BO;Odyssey Technologies Limited;BSE;Technical & System Software
ZYLOG.BO;Zylog Systems Limited;BSE;Technical & System Software
ABMKNO.BO;ABM Knowledgeware Limited;BSE;Technical & System Software
PAGEIND.BO;Page Industries Limited;BSE;Textile - Apparel Clothing
WWLEATH.BO;Worldwide Leather Exports Limited;BSE;Textile - Apparel Footwear & Accessories
RELAXO.BO;Relaxo Footwears Limited;BSE;Textile - Apparel Footwear & Accessories
VIPIND.BO;VIP Industries Limited;BSE;Textile - Apparel Footwear & Accessories
KANCOENT.BO;Kanco Enterprises Ltd.;BSE;Textile Industrial
LUDLOWJUT.BO;Ludlow Jute & Specialities Ltd.;BSE;Textile Industrial
GOKAKTEX.BO;Gokak Textiles Ltd.;BSE;Textile Industrial
JAMSHRI.BO;The Jamshri Ranjitsinghji Spinning & Weaving Mills Company Limited;BSE;Textile Industrial
SKUMARN.BO;S. Kumars Nationwide Ltd.;BSE;Textile Industrial
SRINACHA.BO;Sri Nachammai Cotton Mills;BSE;Textile Industrial
WIREFABR.BO;Wires & Fabriks (S.A.) Limited;BSE;Textile Industrial
JAIHINDS.BO;Jaihind Synthetics Limited;BSE;Textile Industrial
SHARDFI.BO;Sharad Fibres and Yarn Processors Limited;BSE;Textile Industrial
WELSPSY.BO;Welspun Syntex Limited;BSE;Textile Industrial
OMKAR.BO;Omkar Overseas Ltd;BSE;Textile Industrial
VIPPYSP.BO;Vippy Spinpro Ltd.;BSE;Textile Industrial
OXFORDIN.BO;Oxford Industries Ltd;BSE;Textile Industrial
GSLNOVA.BO;GSL Nova Petrochemicals Limited;BSE;Textile Industrial
ENTRINT.BO;Enterprise International Limited;BSE;Textile Industrial
GELWOOL.BO;Atlas Jewellery India Limited;BSE;Textile Industrial
MHLXMIRU.BO;Mahalaxmi Rubtech Ltd;BSE;Textile Industrial
WINSOMTX.BO;Winsome Textile Industries Ltd.;BSE;Textile Industrial
JCTLTD.BO;JCT Ltd.;BSE;Textile Industrial
ORBTEXP.BO;Orbit Exports Ltd.;BSE;Textile Industrial
TATIAGLOB.BO;Tatia Global Venture Ltd.;BSE;Textile Industrial
KAKTEX.BO;Kakatiya Textiles Ltd.;BSE;Textile Industrial
JAGJANANI.BO;Jagjanani Textiles Ltd.;BSE;Textile Industrial
DONEAR.BO;Donear Industries Limited;BSE;Textile Industrial
SWASTIVI.BO;Swasti Vinayaka Synthetics Limited;BSE;Textile Industrial
PROTODEV.BO;Proto Developers & Technologies  Limited;BSE;Wireless Communications
ONMOBILE.BO;OnMobile Global Limited;BSE;Wireless Communications
KRMINT-.BO;KRM INTERNATIONAL LTD.;BSE;
JOGENG.BO;JOG ENGINEERING LTD.;BSE;
KESWASY.BO;KESWANI SYNTHETICS INDUSTRIES;BSE;
XCHANGING.BO;XCHANGING SOLUTIONS LTD.;BSE;
INGVYSYABK6.BO;ING VYSYA BANK LTD;BSE;
CITIZYN.BO;Citizen Yarns Ltd;BSE;
ZHEMHOLD.BO;HEM HOLDINGS & TRADING LTD.;BSE;
WATERBASELR.BO;WATERBASELR;BSE;
SSI6.BO;PVP VENTURES LTD;BSE;
ZENTEC6.BO;ZEN TECH;BSE;
ZIGMASOF.BO;ZIGMA SOFTWARE LTD.;BSE;
OFSS.BO;ORACLE FINANCIAL SERVICES SOFT;BSE;
INGVYSYABK.BO;ING VYSYA BANK LTD.;BSE;
KOKUYOCMLN.BO;KOKUYO CAMLIN LTD;BSE;
ZENTECBBPH.BO;ZEN TECH*;BSE;
GLOBALVECT.BO;GLOBAL VECTRA HELICORP LTD.;BSE;
JSWHL6.BO;JINDAL SOUTH WEST HOLDINGS LTD;BSE;
RISHYRN.BO;RISHAB SPECIAL YARNS LTD.;BSE;
JRFOODS.BO;JR Foods Ltd.;BSE;
JOYREALTY.BO;JOY REALITY LTD.;BSE;
EVERESTO.BO;EVEREST ORGANICS LTD.;BSE;
KRFIL6.BO;MAVI INDUSTRIES LTD;BSE;
MULCOFF.BO;MULTICOLOUR OFFSET LTD.;BSE;
JUBILANT6.BO;JUBILANT LIFE SCIENCES LTD;BSE;
JSL6.BO;JINDAL STAINLESS LTD;BSE;
RAMAVISION.BO;RAMA VISION LTD.;BSE;
KANOPLA.BO;KANORIA PLASCHEM LTD.;BSE;
VAKRANGEE.BO;VAKRANGEE LIMITED;BSE;
VALUEIND.BO;VALUE INDUSTRIES LTD.;BSE;
OMAXAUTO.BO;OMAX AUTOS LTD.;BSE;
JISLDVREQS.BO;JAIN IRRIGATION SYSTEMS LTD.;BSE;
KRISHNA.BO;KRISHNA VENTURES LIMITED;BSE;
VICTENT.BO;VICTORIA ENTERPRISES LTD.;BSE;
JISLJALEQS.BO;JAIN IRRIGATION SYSTEMS LTD.;BSE;
XLENERGY.BO;XL ENERGY LTD.;BSE;
WYETH6.BO;WYETH LTD;BSE;
WALCHANNAG.BO;WALCHANDNAGAR INDUSTRIES LTD.;BSE;
VIPCORP.BO;VIPRAS CORPORATION LTD.;BSE;
GRWESIN.BO;GREAT WESTERN INDUSTRIES LTD.;BSE;
ZENZYTECH.BO;Sashwat Technocrats Limited;BSE;
JSWENERGY4.BO;JSW ENERGY LTD;BSE;
ZKOVALIN.BO;KOVALAM INVESTMENT & TRADING C;BSE;
ZNIVITRD.BO;NIVI TRADING LTD.;BSE;
ZNEWSAGA.BO;NEW SAGAR TRADING CO.LTD.;BSE;
WOOLWAY.BO;WOOLWAYS (INDIA) LTD.;BSE;
VIDEOIND6.BO;VIDEOCON INDUSTRIES LTD;BSE;
WARRENTEA.BO;WARREN TEA LTD.;BSE;
SRJTC.BO;SRI JAYALAKSHMI SPINNING MILLS;BSE;
LYPSAGEMS.BO;LYPSA GEMS & JEWELLERY LTD;BSE;
WEIZFIN.BO;WEIZMANN FINCORP LTD.;BSE;
KEC6.BO;KEC INTERNATIONAL LTD (FORMERL;BSE;
VSTTILLERS.BO;V.S.T.TILLERS TRACTORS LTD.;BSE;
ZGOLDINV.BO;GOLD ROCK INVESTMENTS LTD.;BSE;
VOLTAS4.BO;VOLTAS LTD;BSE;
ZKHANDEN.BO;Khandelwal Extractions Ltd.;BSE;
ZENITHSTL.BO;ZENITH STEEL TUBES AND INDUSTR;BSE;
SHRVINDPPR.BO;SHREE VINDHYA PAPER MILLS LTD.;BSE;
ZSHERAPR.BO;SHERATON PROPERTIES & FINANCE;BSE;
ZGOLDHOL.BO;SRI CHAKRA FINANCIAL SERVICES;BSE;
JFLABS.BO;J.F.LABORATORIES LTD.;BSE;
VSDCONF.BO;VSD CONFIN LTD.;BSE;
VIKASWSP6.BO;VIKAS WSP LTD;BSE;
ZWINMOTR.BO;WINMORE SILK MILLS LTD.;BSE;
JMPCAST.BO;JMP CASTINGS LTD.;BSE;
ZSOMESCE.BO;SOMESHWARA CEMENTS & CHEMICALS;BSE;
ZEELEARN.BO;ZEE LEARN LTD.;BSE;
JYOTHI.BO;JYOTHI INFRAVENTURES LTD.;BSE;
UGARSUGAR.BO;UGAR SUGAR WORKS LTD.;BSE;
KOUTONS.BO;Koutons Retail India Ltd.;BSE;
VIRPP.BO;VIRINCHI PP;BSE;
NESTLEIND.BO;NESTLE INDIA LTD.;BSE;
VIMALOIL.BO;VIMAL OIL & FOODS LTD.;BSE;
NAGDRUG.BO;NAGARJUNA DRUGS LTD.;BSE;
ZGOLKOND.BO;GOLKONDA ENGINEERING ENTERPRIS;BSE;
J&KBANK6.BO;JAMMU AND KASHMIR BANK LTD;BSE;
VANTEL.BO;VANTEL TECHNOLOGIES LTD.;BSE;
VITANAGRO.BO;VITAN AGRO INDUSTRIES LTD;BSE;
JINDALSAW6.BO;JINDAL SAW LTD;BSE;
RANEENGINE.BO;RANE ENGINE VALVE LTD.;BSE;
LAKSHVILASB.BO;LAKSHMI VILAS BANK LTD.;BSE;
ZGOVPOOX.BO;GOVIND POY OXYGEN LTD.;BSE;
JEMINDU.BO;JEM INDUSTRIES LTD.;BSE;
ZMULTIPU.BO;MULTIPURPOSE TRADING & AGENCIE;BSE;
POLYMAC.BO;POLYMAC THERMOFORMERS LTD;BSE;
VSSL.BO;VARDHMAN SPECIAL STEELS LTD.;BSE;
ZETFM6.BO;ZEE ENTERTAINMENT ENTERPRISES;BSE;
KESARENT.BO;KESAR ENTERPRISES LTD.;BSE;
WELCORP6.BO;WELSPUN CORP LTD;BSE;
VTL.BO;VARDHMAN TEXTILES LTD.;BSE;
YORKEXP.BO;YORK EXPORTS LTD.;BSE;
VAJRABE.BO;VAJRA BEARINGS LTD.;BSE;
ZBHAVIIN.BO;BHAVI INVESTMENTS LTD.;BSE;
WILLARD.BO;WILLARD INDIA LTD.;BSE;
PCJEWELLER.BO;PC JEWELLER LTD.;BSE;
ZENITHINFO.BO;ZENITH INFOTECH LTD.;BSE;
ICCON.BO;ICCON OIL & SPECIALITIES LTD.;BSE;
QUASAR.BO;QUASAR INDIA LTD;BSE;
WELLWININD.BO;WELLWIN INDUSTRY LTD.;BSE;
JAIMI.BO;JAI MATA INDUSTRIES LTD.;BSE;
VSTIND.BO;VST INDUSTRIES LTD.;BSE;
WESTERNBIO.BO;ECOBOAR INDU;BSE;
SUNZI.BO;SUNRISE ZINC LTD.;BSE;
YUVINTL.BO;YUVRAJ INTERNATIONAL LTD.;BSE;
JAMESWARREN.BO;JAMES WARREN TEA LTD;BSE;
ZHIMATMO.BO;HIMATSINGKA MOTOR WORKS LTD.;BSE;
HOTELEELA6.BO;HOTEL LEELA VENTURE LTD;BSE;
WABAG.BO;VA TECH WABAG LTD.;BSE;
VEENATX.BO;VEENA TEXTILES LTD.;BSE;
HEROMOTOCO.BO;HERO MOTOCORP LTD.;BSE;
VISESHINFO.BO;VISESH INFOTECNICS LTD.;BSE;
ZAMBISLK.BO;AMBIKA SILK MILLS LTD.;BSE;
WELLESLEY.BO;WELLESLEY CORPORATION LTD.;BSE;
KAPRIPH.BO;KAPRINAS PHARMACEUTICALS & CHE;BSE;
ZSARACOM.BO;SARASWATI COMMERCIAL (INDIA) L;BSE;
JUBLFOOD6.BO;JUBILANT FOODWORKS LTD;BSE;
ZCHANAIN.BO;CHANAKYA INVESTMENTS LTD.;BSE;
UNQTYMI.BO;Union Quality Plastics Limited;BSE;
WILLAMAGOR.BO;WILLIAMSON MAGOR & COMPANY LTD;BSE;
ZSAMPKTR.BO;SAMPARK TRADING & FINANCE LTD.;BSE;
QGOLDHALF.BO;QUANTUM GOLD FUND - EXCHANGE T;BSE;
KOATOOLIN.BO;KOA Tools India Limited;BSE;
ZSATYASL.BO;SATYAM SILK MILLS LTD.;BSE;
TIDEWATER.BO;TIDE WATER OIL (INDIA) LTD.;BSE;
ZSPEEDCO.BO;SPEEDAGE COMMERCIALS LTD.;BSE;
JDORGOCHEM.BO;JD ORGOCHEM LTD.;BSE;
ZKHATAUE.BO;KHATAU EXIM LTD.;BSE;
VITALCOMM.BO;VITAL COMMUNICATIONS LTD.;BSE;
ZHINDBRE.BO;HINDUSTAN BREWERIES & BOTTLING;BSE;
ZHINDHSG.BO;HINDUSTAN HOUSING CO.LTD.;BSE;
VMART4.BO;V-MART RETAIL LTD;BSE;
VLSFINANCE.BO;VLS FINANCE LTD.;BSE;
ZEEL6.BO;ZEE ENTERTAINMENT ENTERPRISES;BSE;
WOCKPHARMA6.BO;WOCKHARDT LTD;BSE;
SHYAAXPH.BO;SHREE YAAX PHARMA & COSMETICS;BSE;
SHRAJOI.BO;Shri Rajivlochan Oil Extraction Ltd.;BSE;
ZENER.BO;ZENERGY LTD.;BSE;
